SiteName,Grade,DataVersion,ReleaseDt,Copyright
Goldsmith Road Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Consort Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
McDermott Road Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bellenden Road Tree Nursery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bird-in-Bush Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Benhill Road Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Surrey Square Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Victory Park and Elba Place Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary Magdalene Churchyard, Bermondsey",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Leathermarket Gardens & Community Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Snowsfield Primary School Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Tabard Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Dickens Square Park (Rockingham Park),L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Aspinden Road Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Galleywall Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lucas Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Surrey Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Geraldine Mary Harmsworth Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Dog Kennel Hill Wood,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Nairne Grove Nature Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Herne Hill Velodrome,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Tower Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"New River Sports Centre, White Hart Lane Recreation Ground & Woodside Park",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Nightingale Gardens and Avenue Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"North Bank, Pages Lane",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Land beside Fortismere School,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Ann's Hospital Wood,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Paignton Road Open Space,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Priory Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary's Churchyard, Hornsey",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary's Churchyard, Walthamstow Village",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Courtman Road Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Marsh Lane Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Easthale Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Creighton Avenue Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Alexandra Park Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Yeatman Road Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Shepherds Hill Allotments,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Harrington Site,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary The Virgin Churchyard, Leyton",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
East Finchley Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lakeside Nature Reserve,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
