"Reported road collisions by contributory factor and local authority, Great Britain, 10 years up to 2021",,,,,,
"This worksheet contains two tables, separated by a blank column. Some cells refer to notes which can be found on the notes worksheet.",,,,,,
Some cells in the 'Code_Local authority' field are labelled with 'no data' because they do not have an ONS identifier code. ,,,,,,
"Filters are active in row 5 and may hide some data. To turn off all filters select the ‘Data’ ribbon then ‘Filters’ button or use [Ctrl, Shift, L]’. ",,,,,,
Section,Contributory factor reported in accident [note 1],Region (ONS code),Region (name),Local authority (ONS code),Local authority (name),2020
Special codes,Stolen vehicle,E12000002,North West,E10000017,Lancashire,5
Special codes,Vehicle in course of crime,E12000002,North West,E10000017,Lancashire,10
Special codes,Emergency vehicle on a call,E12000002,North West,E10000017,Lancashire,9
Special codes,Vehicle door opened or closed negligently,E12000002,North West,E10000017,Lancashire,1
Special codes,Other,E12000002,North West,E10000017,Lancashire,69
Any CF,Any CF,E12000002,North West,E10000017,Lancashire,1415
Road environment contributed,Road environment contributed,E12000002,North West,E08000012,Liverpool,24
Road environment contributed,Poor or defective road surface ,E12000002,North West,E08000012,Liverpool,1
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",E12000002,North West,E08000012,Liverpool,1
Road environment contributed,Slippery road (due to weather),E12000002,North West,E08000012,Liverpool,13
Road environment contributed,Inadequate or masked signs or road markings,E12000002,North West,E08000012,Liverpool,1
Road environment contributed,Defective traffic signals,E12000002,North West,E08000012,Liverpool,2
Road environment contributed,"Traffic calming (eg. road humps, chicane)",E12000002,North West,E08000012,Liverpool,0
Road environment contributed,Temporary road layout (eg. contraflow),E12000002,North West,E08000012,Liverpool,2
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",E12000002,North West,E08000012,Liverpool,3
Road environment contributed,Animal or object in carriageway ,E12000002,North West,E08000012,Liverpool,1
Road environment contributed,Slippery inspection cover or road marking,E12000002,North West,E08000012,Liverpool,0
Vehicle defects,Vehicle defects,E12000002,North West,E08000012,Liverpool,3
Vehicle defects,"Tyres illegal, defective or under inflated",E12000002,North West,E08000012,Liverpool,0
Vehicle defects,Defective lights or indicators,E12000002,North West,E08000012,Liverpool,1
Vehicle defects,Defective brakes,E12000002,North West,E08000012,Liverpool,2
Vehicle defects,Defective steering or suspension,E12000002,North West,E08000012,Liverpool,0
Vehicle defects,Defective or missing mirrors,E12000002,North West,E08000012,Liverpool,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,E12000002,North West,E08000012,Liverpool,0
Injudicious decision,Injudicious action,E12000002,North West,E08000012,Liverpool,113
Injudicious decision,Disobeyed automatic traffic signal,E12000002,North West,E08000012,Liverpool,22
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,E12000002,North West,E08000012,Liverpool,24
Injudicious decision,Disobeyed double white lines,E12000002,North West,E08000012,Liverpool,0
Injudicious decision,Disobeyed pedestrian crossing facility,E12000002,North West,E08000012,Liverpool,5
Injudicious decision,Illegal turn or direction of travel,E12000002,North West,E08000012,Liverpool,8
Injudicious decision,Exceeding speed limit,E12000002,North West,E08000012,Liverpool,21
Injudicious decision,Travelling too fast for conditions,E12000002,North West,E08000012,Liverpool,14
Injudicious decision,Following too close,E12000002,North West,E08000012,Liverpool,16
Injudicious decision,Vehicle travelling along pavement,E12000002,North West,E08000012,Liverpool,4
Injudicious decision,Cyclist entering road from pavement,E12000002,North West,E08000012,Liverpool,12
Driver or rider error or reaction,Driver/Rider error or reaction,E12000002,North West,E08000012,Liverpool,276
Driver or rider error or reaction,Junction overshoot,E12000002,North West,E08000012,Liverpool,7
Driver or rider error or reaction,Junction restart (moving off at junction),E12000002,North West,E08000012,Liverpool,1
Driver or rider error or reaction,Poor turn or manoeuvre,E12000002,North West,E08000012,Liverpool,50
Driver or rider error or reaction,Failed to signal or misleading signal,E12000002,North West,E08000012,Liverpool,12
Driver or rider error or reaction,Driver/Rider failed to look properly,E12000002,North West,E08000012,Liverpool,205
Driver or rider error or reaction,Driver/Rider failed to judge other person`s path or speed,E12000002,North West,E08000012,Liverpool,85
Driver or rider error or reaction,"Too close to cyclist, horse rider or pedestrian",E12000002,North West,E08000012,Liverpool,6
Driver or rider error or reaction,Sudden braking,E12000002,North West,E08000012,Liverpool,7
Driver or rider error or reaction,Swerved,E12000002,North West,E08000012,Liverpool,3
Driver or rider error or reaction,Loss of control,E12000002,North West,E08000012,Liverpool,13
Impairment or distraction,Impairment or distraction,E12000002,North West,E08000012,Liverpool,64
Impairment or distraction,Driver/Rider impaired by alcohol,E12000002,North West,E08000012,Liverpool,19
Impairment or distraction,Driver/Rider impaired by drugs (illicit or medicinal),E12000002,North West,E08000012,Liverpool,21
Impairment or distraction,Fatigue,E12000002,North West,E08000012,Liverpool,1
Impairment or distraction,"Uncorrected, defective eyesight",E12000002,North West,E08000012,Liverpool,1
Impairment or distraction,"Driver/Rider illness or disability, mental or physical",E12000002,North West,E08000012,Liverpool,9
Impairment or distraction,Not displaying lights at night or in poor visibility,E12000002,North West,E08000012,Liverpool,4
Impairment or distraction,Rider wearing dark clothing,E12000002,North West,E08000012,Liverpool,9
Impairment or distraction,Driver using mobile phone,E12000002,North West,E08000012,Liverpool,1
Impairment or distraction,Distraction in vehicle,E12000002,North West,E08000012,Liverpool,8
Impairment or distraction,Distraction outside vehicle,E12000002,North West,E08000012,Liverpool,4
Behaviour or inexperience,Behaviour or inexperience,E12000002,North West,E08000012,Liverpool,53
Behaviour or inexperience,Aggressive driving,E12000002,North West,E08000012,Liverpool,11
Behaviour or inexperience,"Driver/Rider careless, reckless or in a hurry",E12000002,North West,E08000012,Liverpool,39
Behaviour or inexperience,"Driver/Rider nervous, uncertain or panic",E12000002,North West,E08000012,Liverpool,1
Behaviour or inexperience,Driving too slow for conditions or slow veh (eg tractor),E12000002,North West,E08000012,Liverpool,0
Behaviour or inexperience,Learner or inexperienced driver/rider,E12000002,North West,E08000012,Liverpool,8
Behaviour or inexperience,Inexperience of driving on the left,E12000002,North West,E08000012,Liverpool,0
Behaviour or inexperience,Unfamiliar with model of vehicle,E12000002,North West,E08000012,Liverpool,1
Vision affected by external factors,Vision affected by external factors,E12000002,North West,E08000012,Liverpool,22
Vision affected by external factors,Stationary or parked vehicle(s),E12000002,North West,E08000012,Liverpool,6
Vision affected by external factors,Vegetation,E12000002,North West,E08000012,Liverpool,0
Vision affected by external factors,"Road layout (eg. bend, winding road, hill crest)",E12000002,North West,E08000012,Liverpool,1
Vision affected by external factors,"Buildings, road signs, street furniture",E12000002,North West,E08000012,Liverpool,1
Vision affected by external factors,Dazzling headlights,E12000002,North West,E08000012,Liverpool,1
Vision affected by external factors,Dazzling sun,E12000002,North West,E08000012,Liverpool,3
Vision affected by external factors,"Rain, sleet, snow, or fog",E12000002,North West,E08000012,Liverpool,9
Vision affected by external factors,Spray from other vehicles,E12000002,North West,E08000012,Liverpool,0
Vision affected by external factors,"Visor or windscreen dirty, scratched or frosted etc.",E12000002,North West,E08000012,Liverpool,0
Vision affected by external factors,Vehicle blind spot,E12000002,North West,E08000012,Liverpool,3
Pedestrian only (casualty or uninjured),Pedestrian only (casualty or uninjured),E12000002,North West,E08000012,Liverpool,80
Pedestrian only (casualty or uninjured),Crossing road masked by stationary or parked vehicle,E12000002,North West,E08000012,Liverpool,7
Pedestrian only (casualty or uninjured),Pedestrian failed to look properly,E12000002,North West,E08000012,Liverpool,47
Pedestrian only (casualty or uninjured),Pedestrian failed to judge vehicle`s path or speed,E12000002,North West,E08000012,Liverpool,19
Pedestrian only (casualty or uninjured),Pedestrian wrong use of pedestrian crossing facility,E12000002,North West,E08000012,Liverpool,9
Pedestrian only (casualty or uninjured),Dangerous action in carriageway (eg. playing),E12000002,North West,E08000012,Liverpool,4
Pedestrian only (casualty or uninjured),Pedestrian impaired by alcohol,E12000002,North West,E08000012,Liverpool,6
Pedestrian only (casualty or uninjured),Pedestrian impaired by drugs (illicit or medicinal),E12000002,North West,E08000012,Liverpool,1
Pedestrian only (casualty or uninjured),"Pedestrian careless, reckless or in a hurry",E12000002,North West,E08000012,Liverpool,14
Pedestrian only (casualty or uninjured),Pedestrian wearing dark clothing at night,E12000002,North West,E08000012,Liverpool,10
Pedestrian only (casualty or uninjured),"Pedestrian disability or illness, mental or physical",E12000002,North West,E08000012,Liverpool,4
Special codes,Special Codes,E12000002,North West,E08000012,Liverpool,31
Special codes,Stolen vehicle,E12000002,North West,E08000012,Liverpool,12
Special codes,Vehicle in course of crime,E12000002,North West,E08000012,Liverpool,5
Special codes,Emergency vehicle on a call,E12000002,North West,E08000012,Liverpool,11
Special codes,Vehicle door opened or closed negligently,E12000002,North West,E08000012,Liverpool,1
Special codes,Other,E12000002,North West,E08000012,Liverpool,5
Any CF,Any CF,E12000002,North West,E08000012,Liverpool,461
Road environment contributed,Road environment contributed,E12000002,North West,E08000003,Manchester,17
Road environment contributed,Poor or defective road surface ,E12000002,North West,E08000003,Manchester,1
Road environment contributed,"Deposit on road (eg. oil, mud, chippings)",E12000002,North West,E08000003,Manchester,1
Road environment contributed,Slippery road (due to weather),E12000002,North West,E08000003,Manchester,11
Road environment contributed,Inadequate or masked signs or road markings,E12000002,North West,E08000003,Manchester,0
Road environment contributed,Defective traffic signals,E12000002,North West,E08000003,Manchester,1
Road environment contributed,"Traffic calming (eg. road humps, chicane)",E12000002,North West,E08000003,Manchester,1
Road environment contributed,Temporary road layout (eg. contraflow),E12000002,North West,E08000003,Manchester,3
Road environment contributed,"Road layout (eg. bend, hill, narrow road)",E12000002,North West,E08000003,Manchester,1
Road environment contributed,Animal or object in carriageway ,E12000002,North West,E08000003,Manchester,0
Road environment contributed,Slippery inspection cover or road marking,E12000002,North West,E08000003,Manchester,0
Vehicle defects,Vehicle defects,E12000002,North West,E08000003,Manchester,1
Vehicle defects,"Tyres illegal, defective or under inflated",E12000002,North West,E08000003,Manchester,0
Vehicle defects,Defective lights or indicators,E12000002,North West,E08000003,Manchester,0
Vehicle defects,Defective brakes,E12000002,North West,E08000003,Manchester,1
Vehicle defects,Defective steering or suspension,E12000002,North West,E08000003,Manchester,0
Vehicle defects,Defective or missing mirrors,E12000002,North West,E08000003,Manchester,0
Vehicle defects,Overloaded or poorly loaded vehicle or trailer,E12000002,North West,E08000003,Manchester,0
Injudicious decision,Injudicious action,E12000002,North West,E08000003,Manchester,71
Injudicious decision,Disobeyed automatic traffic signal,E12000002,North West,E08000003,Manchester,13
Injudicious decision,Disobeyed 'Give Way' or 'Stop' sign or markings,E12000002,North West,E08000003,Manchester,15
Injudicious decision,Disobeyed double white lines,E12000002,North West,E08000003,Manchester,0
Injudicious decision,Disobeyed pedestrian crossing facility,E12000002,North West,E08000003,Manchester,1
Injudicious decision,Illegal turn or direction of travel,E12000002,North West,E08000003,Manchester,2
Injudicious decision,Exceeding speed limit,E12000002,North West,E08000003,Manchester,34
Injudicious decision,Travelling too fast for conditions,E12000002,North West,E08000003,Manchester,15
Injudicious decision,Following too close,E12000002,North West,E08000003,Manchester,3
